"LATITUDE","LONGITUDE"
28.1187356,-82.3849669
28.1297209,-96.9872618
28.1334533,-82.5213726
28.141068,-82.031257
28.1443996,-82.6772995
28.14647,-82.46804
28.1522706,-80.6513987
28.1673455,-80.6022048
28.174333,-82.328744
28.1779505,-82.0065631
28.1816134,-81.229853
28.1854294,-80.668196
28.190037,-82.691735
28.2001873,-82.7551203
28.2221489,-82.7302587
28.2386155,-97.8013229
28.2495224,-82.1628373
28.251617,-80.719245
28.258774,-80.722982
28.263906,-82.643218
28.287314,-82.380903
28.3056212,-82.6468672
28.317155,-81.2425223
28.3389013,-80.719471
28.347766,-80.81665
28.36156,-82.66944
28.3662011,-82.6871242
28.370835,-82.68992
28.3713721,-82.6904869
28.374712,-81.1896515
28.382726,-80.6972426
28.3878842,-81.4198953
28.3942436,-80.8138377
28.4131253,-82.5304757
28.4221359,-80.8339366
28.4421289,-81.541214
28.4482867,-80.7756821
28.4573729,-81.3597679
28.4579695,-97.7348202
28.458113,-82.544268
28.4592806,-81.5978778
28.470872,-80.6992633
28.477764,-80.7909894
28.4868736,-80.8175325
28.4883447,-82.3855948
28.4931294,-82.5058352
28.495234,-81.343354
28.503602,-82.395662
28.51981,-81.281234
28.525331,-80.9876597
28.5279089,-81.2633692
28.5362189,-81.2897834
28.5387628,-80.9921122
28.561731,-81.397009
28.5635859,-81.3510346
28.5635872,-81.3512266
28.5699425,-81.3381577
28.5730273,-97.7943707
28.5757111,-81.2100833
28.5933772,-81.695618
28.5960301,-81.2763373
28.6021566,-81.1260509
28.6087406,-81.2766623
28.6122513,-81.3324738
28.6268762,-81.2303049
28.6295827,-82.2463989
28.6318281,-81.3460863
28.633518,-96.619448
28.6365934,-81.2634788
28.637905,-81.48038
28.6412122,-81.2909371
28.6420221,-81.4469323
28.6432724,-81.4339471
28.654352,-81.409328
28.6567098,-81.2576455
28.659113,-81.1447206
28.6684181,-81.4577961
28.672402,-81.3321274
28.6749444,-82.1348311
28.6816836,-81.2389542
28.6823051,-81.3859463
28.6868841,-81.2179327
28.6870611,-81.2745309
28.6986561,-81.1567383
28.7081874,-81.3377554
28.7143587,-81.3180743
28.718099,-81.8733765
28.7241779,-97.171669
28.7498989,-81.6259384
28.773663,-81.889758
28.790104,-81.285165
28.7926941,-81.5426865
28.7966094,-82.5550105
28.8069858,-82.5451241
28.815017,-81.649271
28.8169689,-81.3012349
28.8328038,-81.5473443
28.840038,-81.786741
28.840689,-82.0081973
28.8447489,-81.1430025
28.8452203,-82.0044962
28.8457262,-82.7543128
28.8578672,-82.0114803
28.8600425,-82.0155734
28.899279,-81.215831
28.906477,-82.484895
28.906496,-82.437432
28.9095353,-82.4971962
28.9100099,-82.4973368
28.930631,-82.371292
28.9393635,-82.3885956
28.9423677,-81.9430115
28.9449979,-81.9447653
28.953063,-82.452238
28.9639091,-95.9593887
28.9955665,-82.3651028
29.0107535,-81.3342655
29.0341144,-80.8989743
29.042002,-95.44486
29.0442958,-81.2580639
29.0450911,-81.3297815
29.0569575,-95.4437685
29.059269,-95.4657364
29.0796116,-80.9872584
29.0801947,-82.1641
29.0850328,-95.6540128
29.0966716,-82.2512285
29.12022,-81.348996
29.1230606,-82.284493
29.1263116,-81.3581811
29.1374965,-83.0358911
29.1394914,-95.0550099
29.140812,-81.869226
29.1737041,-82.0824203
29.1840792,-98.5040939
29.2164201,-82.9712069
29.222273,-99.798596
29.242398,-98.257048
29.2542601,-82.126364
29.2894868,-81.649209
29.303372,-98.914607
29.3108987,-98.499856
29.3211094,-97.8684861
29.3267406,-98.1467056
29.3292571,-98.9024603
29.3495614,-81.0968256
29.351434,-82.362976
29.3522263,-100.8963699
29.356741,-98.4680584
29.3587421,-98.2324275
29.3885694,-98.6103201
29.3966366,-81.1418384
29.408975,-95.2275628
29.4090398,-98.6400953
29.4313189,-98.6226925
29.4422884,-81.1103868
29.4571805,-98.6014903
29.4595501,-98.5434445
29.4606929,-98.6776114
29.463925,-98.4906721
29.4691326,-98.7516993
29.472796,-98.571798
29.4746034,-98.7473273
29.4762314,-98.5766637
29.480764,-98.745932
29.483422,-98.451429
29.4872567,-98.4751582
29.4885899,-95.1301886
29.49502,-99.7048
29.4974804,-95.1448765
29.5051815,-95.0828773
29.5098724,-81.21064
29.5117716,-95.1834676
29.51534,-98.35949
29.5191704,-98.5990146
29.5212266,-98.6564112
29.531407,-98.5966891
29.5333672,-95.2176514
29.5355516,-98.0010402
29.5392703,-98.6164969
29.5420777,-98.6177677
29.54235,-95.581111
29.5425176,-98.5647312
29.542977,-95.2430695
29.543438,-95.1858914
29.5491139,-95.5467385
29.5500519,-98.2315104
29.5504439,-98.7077272
29.551184,-98.399963
29.553318,-95.772489
29.5553566,-81.179883
29.5582408,-98.610885
29.559216,-98.433435
29.5592709,-82.9810438
29.559877,-98.4408083
29.5601453,-98.4409225
29.5623618,-98.3745754
29.562402,-95.274842
29.5632324,-98.5477142
29.5646686,-98.5449171
29.564802,-95.558156
29.5658676,-95.0343793
29.5665121,-98.6591303
29.567453,-99.568294
29.5677089,-82.4472642
29.5722673,-95.5828249
29.5731958,-97.6490808
29.576041,-98.277144
29.5767765,-98.2698593
29.577924,-98.665235
29.5779535,-95.1469616
29.5803725,-95.0372854
29.5805645,-95.5354309
29.58089,-95.62795
29.583823,-98.4597287
29.585554,-95.3719629
29.588535,-98.6502314
29.5889512,-98.506996
29.5900838,-98.5640413
29.5908789,-97.9603055
29.5947089,-98.5228207
29.59688,-82.450911
29.5974195,-97.5864993
29.5974905,-95.6643506
29.6001219,-98.5157186
29.60178,-82.431989
29.602439,-95.138192
29.6041991,-98.53934
29.6054734,-82.4248389
29.606126,-98.492517
29.607151,-98.6159515
29.6084007,-98.4227581
29.6112063,-98.4287482
29.6206608,-82.3803406
29.6215755,-95.6193506
29.6255836,-82.3262322
29.6285703,-95.7290268
29.6318718,-98.3197946
29.632742,-95.276409
29.632989,-98.288404
29.6411102,-82.3356075
29.6412902,-98.9082813
29.6428179,-98.5015049
29.6505214,-98.4247112
29.656277,-82.3758749
29.657626,-83.0085754
29.659311,-98.618009
29.6623342,-96.7844653
29.6653081,-98.1141758
29.6676446,-98.4736617
29.668542,-95.627866
29.6701647,-82.3742762
29.670538,-95.919131
29.6719176,-95.4800642
29.675636,-95.50211
29.6774599,-98.4722201
29.678047,-98.32866
29.678727,-82.383336
29.6828071,-98.0744396
29.68395,-82.37241
29.6847379,-98.50229
29.6855605,-82.4605727
29.6870898,-95.4705111
29.687172,-82.3529685
29.687493,-98.4966398
29.6878197,-82.3827732
29.6914253,-98.6543503
29.6945816,-95.5026215
29.6951873,-95.4348553
29.699283,-81.226561
29.7037822,-95.4494809
29.704878,-82.377719
29.7077358,-95.7639085
29.70822,-96.54971
29.7093836,-82.4316336
29.7098407,-82.439433
29.7139604,-82.3848546
29.7184983,-98.194052
29.722077,-98.131077
29.7221448,-82.054398
29.7227856,-81.9549945
29.7229862,-98.6417923
29.7254852,-95.4441011
29.726283,-98.1842419
29.7275658,-82.0487442
29.7302103,-98.1007721
29.7330026,-94.9745224
29.735467,-82.384976
29.7364006,-90.8088684
29.7380099,-95.3285983
29.7431374,-95.507431
29.7442584,-82.6689005
29.7475815,-98.7095965
29.747591,-95.5832269
29.7520434,-98.6372221
29.7534195,-98.123467
29.7536477,-98.3639002
29.7557789,-95.5685272
29.757163,-95.584601
29.7617177,-82.4244684
29.7617323,-95.7830304
29.763916,-82.425415
29.767422,-95.513304
29.7700118,-95.7877028
29.7759,-95.59904
29.7778472,-97.127538
29.78203,-98.7185639
29.790717,-82.50315
29.7923642,-95.426542
29.7957959,-82.0395684
29.7979455,-96.1390762
29.799134,-98.76638
29.7997043,-95.7112308
29.799804,-95.3919858
29.799939,-98.963483
29.8001718,-98.9633363
29.8002556,-96.5432972
29.801276,-95.186803
29.8015709,-94.8426666
29.8024695,-95.394161
29.80256,-98.73479
29.8030662,-98.1094096
29.8043032,-98.4092648
29.8059052,-82.5644393
29.8111763,-95.3595428
29.8117901,-98.3986616
29.8259951,-98.0830313
29.8285356,-98.2724047
29.8340781,-99.2464542
29.8342037,-81.337055
29.835247,-95.6594925
29.8400669,-98.8924047
29.8411018,-96.0253344
29.8479796,-81.3149918
29.8499056,-94.3099344
29.8516294,-98.3335322
29.8536772,-97.9306734
29.8537287,-98.2251857
29.8577231,-98.7554005
29.8665307,-98.1901668
29.866644,-99.7732621
29.8747176,-98.2709787
29.8747551,-98.4867829
29.8800235,-96.4857994
29.8810996,-96.8382382
29.8826466,-98.2670824
29.8841136,-98.8727474
29.8842717,-98.7925065
29.886828,-98.25563
29.8926341,-98.8666964
29.89612,-97.956313
29.9037269,-95.6786612
29.908188,-96.138977
29.9113197,-95.6484375
29.9134216,-93.9178543
29.917131,-98.7580268
29.921666,-95.528083
29.9291069,-96.8245051
29.9311185,-97.5744588
29.932404,-98.298347
29.9325899,-98.2981968
29.934389,-97.7285767
29.9348864,-95.6047869
29.9455711,-90.1034179
29.9541537,-97.9925108
29.96126,-92.15588
29.9643725,-95.7510475
29.9671273,-81.4726741
29.9716282,-98.767519
29.9726505,-99.1952509
29.972841,-98.1648481
29.9730223,-97.3258638
29.9732127,-95.5712041
29.977878,-95.1851159
29.9791354,-98.3365971
29.9810462,-95.6015094
29.9846019,-81.4745235
29.9848189,-95.5942856
29.9849364,-81.4759398
29.984952,-98.837666
29.9859992,-95.1216859
29.9865594,-90.1842616
29.9908695,-95.6210327
29.991719,-93.961408
29.9929744,-98.0182771
29.9952879,-97.2859604
29.9990234,-90.2036172
29.999137,-95.744011
30.0022469,-98.0355835
30.0043992,-97.5608996
30.00596,-91.78703
30.00767,-95.44578
30.0084585,-95.6813693
30.009578,-90.2071953
30.0108044,-97.8348291
30.0110134,-98.6841881
30.01105,-97.8886248
30.0113804,-95.492456
30.0172889,-96.8031
30.0177282,-95.7148701
30.0211042,-98.179149
30.0219077,-95.5524799
30.021949,-95.55259
30.0221195,-96.292221
30.0230345,-95.2947074
30.023789,-95.29431
30.0248876,-95.2868485
30.0267831,-98.1105165
30.0281759,-99.2463993
30.0285568,-98.3331782
30.0286032,-97.5497532
30.0320772,-98.1111328
30.0338048,-96.6398406
30.033997,-95.507472
30.0355282,-98.1084366
30.0363962,-98.3821017
30.0407963,-97.8930674
30.0435756,-98.339653
30.0450903,-95.3701923
30.0476805,-95.4907179
30.0482006,-95.3256333
30.0494822,-98.2364845
30.0495067,-95.4873729
30.051907,-95.352386
30.0554786,-95.3903862
30.0564285,-98.5268497
30.0572472,-81.5178146
30.0576883,-90.5622967
30.0582067,-97.9270488
30.0604029,-95.1586819
30.0613101,-95.3831595
30.0617586,-98.0772793
30.0668563,-81.54329
30.0707652,-97.2657824
30.0736281,-95.0841292
30.0739072,-81.4156291
30.0742144,-81.5161179
30.0744022,-99.2566226
30.075055,-81.694315
30.0770429,-82.677537
30.0770962,-98.834613
30.0811757,-95.3669164
30.0820299,-95.7144964
30.0842189,-95.2597515
30.0868452,-94.7596979
30.0877361,-81.7009048
30.08802,-95.338168
30.0898901,-95.785675
30.0908291,-95.2677499
30.0915889,-97.8706688
30.0934429,-97.4857178
30.0934965,-96.7276508
30.097043,-81.738305
30.099371,-94.152066
30.100522,-95.3891129
30.1019086,-94.112558
30.107879,-95.6359743
30.10824,-95.814791
30.1090484,-83.0813599
30.113929,-95.5861079
30.1145668,-95.3992316
30.1150764,-95.3684092
30.1167017,-95.5675846
30.1182289,-81.6184769
30.1182937,-81.7602012
30.1189995,-97.8666992
30.1194326,-97.4695156
30.1195431,-95.4186325
30.119613,-95.389993
30.125653,-81.616413
30.1275,-95.42122
30.1279716,-85.528389
30.1285019,-95.7406387
30.1310179,-95.7820215
30.1326013,-97.8310043
30.1337223,-81.6376801
30.1342669,-97.4125582
30.134639,-97.481683
30.1358532,-95.7671191
30.1369495,-82.9643478
30.13695,-82.96435
30.1370644,-95.4383498
30.1373863,-95.4596786
30.1421814,-97.8016233
30.1449254,-97.8852146
30.145577,-95.477865
30.1471583,-92.0220046
30.1478251,-97.8223995
30.148659,-85.652939
30.1500917,-81.3870006
30.1501789,-95.4640808
30.1505203,-85.6467385
30.1509535,-97.219305
30.151303,-85.734256
30.151807,-98.260603
30.1521537,-95.4421605
30.153697,-95.48794
30.1543285,-97.2561007
30.1565031,-81.7037941
30.1581478,-81.6345384
30.1585873,-99.1628448
30.1598362,-97.8524565
30.1599706,-96.2625504
30.1632358,-96.7097604
30.1658771,-85.6864601
30.168126,-81.705227
30.1685022,-81.6243169
30.169363,-95.445563
30.170304,-95.755236
30.1711254,-95.5905919
30.1711364,-95.5061046
30.1744408,-93.2799339
30.1745485,-81.7489446
30.176869,-96.609734
30.1785141,-97.8068639
30.179748,-97.803941
30.1797738,-95.5086136
30.1799152,-85.6189656
30.1803233,-98.0168599
30.1817092,-95.5721272
30.1819347,-96.5974617
30.1828215,-95.573578
30.1840086,-97.8307035
30.185176,-81.766857
30.185798,-97.831525
30.1863837,-97.9205141
30.1872024,-93.2483053
30.1894467,-93.2450759
30.1909283,-81.5277462
30.1924381,-95.5116196
30.1942903,-95.6462377
30.1967297,-85.6971207
30.1990376,-81.6285782
30.2008479,-99.1881466
30.20314,-97.8465779
30.203599,-97.8190134
30.2057809,-97.8093803
30.2062287,-97.9383672
30.2063786,-92.0688752
30.2067127,-98.2076454
30.207101,-97.808502
30.2083817,-98.0128098
30.208406,-97.767644
30.2085682,-98.0849288
30.2095146,-81.3755722
30.2095783,-95.6546274
30.2110195,-95.5957103
30.2110658,-92.0238286
30.211497,-95.5891657
30.2117355,-97.7801932
30.2123376,-95.4766962
30.2129897,-97.9576206
30.2135089,-98.0872679
30.2147266,-97.8734887
30.2155022,-97.8349686
30.2158452,-98.1905505
30.2168827,-97.8092041
30.2181955,-98.0038297
30.2183618,-98.0232945
30.2197112,-95.2673918
30.2201192,-85.8383723
30.2207012,-95.5139847
30.2209106,-97.8946055
30.2228298,-97.7957419
30.2237602,-81.5268309
30.2237903,-98.194968
30.2252464,-95.4514701
30.2269793,-97.9601976
30.227554,-95.4427814
30.228481,-98.1788492
30.2291997,-99.004863
30.2294266,-97.7114904
30.2297788,-96.1356068
30.229904,-95.550161
30.2305946,-98.1746864
30.2311764,-93.3469467
30.2316559,-81.7827523
30.2326895,-98.1732273
30.23312,-97.848034
30.2372365,-93.8964685
30.23779,-81.61592
30.2378433,-96.7063554
30.2387887,-95.4972678
30.2433559,-97.8295902
30.244476,-95.568855
30.2445444,-81.7993742
30.2478163,-98.8317633
30.2492867,-97.7607269
30.251496,-97.791904
30.2517274,-95.5437613
30.2525754,-85.9337229
30.253604,-91.9884729
30.254281,-97.894947
30.255329,-97.770208
30.2615901,-95.5376914
30.270709,-95.4292849
30.2718029,-85.5890656
30.272354,-95.740835
30.2764,-81.4609
30.276655,-97.806067
30.277476,-98.410089
30.280041,-98.872633
30.280791,-81.467352
30.281825,-82.1585794
30.2839555,-81.7598462
30.2876299,-97.8420862
30.2885937,-98.9090344
30.2892033,-97.7125002
30.2908482,-97.6965545
30.2935162,-97.7664542
30.2947576,-95.5738878
30.2947654,-95.57556
30.2959878,-98.0076899
30.2969994,-81.5017768
30.2979131,-95.8007064
30.2992096,-97.7779465
30.300566,-83.047441
30.300657,-81.705152
30.303446,-81.579828
30.3058372,-81.5173765
30.307418,-97.683871
30.3090553,-98.9752655
30.311291,-97.1703718
30.313648,-97.712304
30.3204326,-97.7449062
30.32073,-97.770788
30.321364,-97.750181
30.323213,-97.749446
30.3250629,-98.2556784
30.3254805,-90.9269071
30.3277591,-98.4403401
30.3305461,-98.4359121
30.3317726,-91.0235743
30.3341715,-81.4019929
30.3345805,-95.505681
30.3349062,-97.7270943
30.3359416,-87.4305429
30.336276,-97.73098
30.3371068,-93.2316703
30.3373776,-98.1424979
30.3381022,-98.1412554
30.3382092,-87.1584167
30.33963,-97.7628762
30.3429541,-87.6133704
30.3446107,-97.928112
30.3460884,-97.757637
30.346505,-88.5532218
30.3470373,-98.1677449
30.3473521,-81.5909904
30.3475442,-97.7276035
30.348999,-97.7238541
30.349105,-90.994389
30.3492915,-93.0841636
30.353921,-97.9032791
30.35466,-97.7671204
30.359912,-89.136339
30.3601747,-97.7817214
30.3653217,-98.2096303
30.3657753,-91.1232609
30.367888,-97.936691
30.3680062,-81.4867276
30.3693545,-97.9838736
30.3693886,-97.7313374
30.3715851,-97.7447486
30.37167,-97.7351804
30.3726079,-84.1257165
30.3751754,-97.9038101
30.3776407,-98.9370599
30.3782308,-97.9104774
30.379844,-89.253946
30.3799388,-87.1004052
30.3817609,-86.8568802
30.381983,-97.8061724
30.3822422,-83.1281805
30.3822676,-87.0979167
30.3838341,-97.0259542
30.3847226,-91.1261415
30.3853334,-95.4983139
30.3866106,-89.3805599
30.3871474,-97.6822208
30.3874236,-89.0379768
30.3877056,-97.6917173
30.3884709,-97.6649487
30.3926933,-97.8027928
30.394636,-97.345382
30.3947577,-87.0567862
30.3958997,-91.2544909
30.3969757,-90.1222283
30.3984471,-90.9843707
30.398461,-97.8523868
30.399057,-91.0424743
30.3992985,-87.0282465
30.3997588,-86.5056737
30.3999254,-97.8472289
30.40017,-91.026558
30.401619,-98.010766
30.4032971,-85.7200049
30.404748,-87.391901
30.4066596,-94.43879
30.4069068,-91.0899945
30.4072399,-91.1468506
30.4087868,-90.1232681
30.4099583,-88.9362627
30.4116,-91.08462
30.412047,-97.648849
30.415075,-97.8450751
30.4187561,-97.7649938
30.4195442,-97.7665558
30.4197565,-95.7459247
30.4199273,-97.7287066
30.4228027,-90.1519927
30.4240494,-95.6460571
30.425484,-86.9355889
30.4269172,-97.7369016
30.42784,-88.968679
30.428203,-97.771822
30.4293,-84.2571
30.4296879,-86.9445026
30.429817,-97.71405
30.4301782,-88.9628922
30.430532,-91.142754
30.4305325,-91.1351547
30.4307981,-97.8313959
30.4318388,-91.1378574
30.4321299,-97.8126928
30.4362652,-97.8344643
30.43789,-84.292143
30.43794,-84.204098
30.4384917,-99.8183441
30.4386463,-97.6839523
30.439827,-91.1224019
30.4410419,-84.2710571
30.444026,-84.519507
30.4476563,-97.6200968
30.4481927,-95.4479742
30.4484,-91.056198
30.449618,-84.181731
30.449631,-95.4406142
30.4499981,-84.475936
30.4517509,-84.2380671
30.4547973,-84.2679528
30.454922,-91.135498
30.4559053,-97.7796844
30.4569032,-98.1899593
30.4569275,-97.9701846
30.4608021,-90.0534439
30.463009,-90.062258
30.4642177,-84.273524
30.46521,-84.28559
30.4656028,-98.0991013
30.4666939,-84.3143921
30.466927,-87.1727294
30.4683539,-84.1732121
30.469427,-84.281795
30.4701432,-97.7840012
30.471811,-84.226289
30.4728905,-84.2404954
30.4747204,-97.8057178
30.4764468,-84.3176139
30.476836,-86.333716
30.4770251,-86.333431
30.4780099,-87.9062778
30.4788213,-96.2613916
30.4802309,-84.2684849
30.4824757,-97.7935774
30.4838881,-90.5014658
30.4845628,-97.7890045
30.487337,-84.3327149
30.489568,-97.7663968
30.4939556,-97.6220169
30.4966834,-84.2937183
30.497111,-98.300769
30.5033829,-84.2885468
30.5036907,-84.2855183
30.5056619,-97.6343344
30.5058536,-98.3742428
30.5059091,-97.7574333
30.5059276,-98.038044
30.506528,-97.625654
30.507585,-84.238272
30.5076828,-87.9123764
30.511579,-86.436612
30.5134471,-81.7812341
30.51571,-84.27744
30.519188,-85.21274
30.5193485,-90.0065607
30.5198846,-96.2477037
30.5202465,-84.1078568
30.520654,-86.450061
30.5211785,-84.2339393
30.521234,-83.8970518
30.52151,-87.825869
30.5239629,-97.7561643
30.5243563,-97.896513
30.525355,-87.330641
30.5269008,-81.6214996
30.529278,-90.5385779
30.5317788,-97.9538226
30.532115,-87.3597209
30.5323703,-97.877605
30.534657,-84.2242289
30.53508,-88.77008
30.5373604,-90.4959136
30.5386633,-87.2300264
30.5387557,-98.3683634
30.539002,-97.738433
30.5419638,-97.738339
30.5457365,-97.5508533
30.5499732,-97.7610469
30.5507811,-97.8448061
30.5513406,-98.4235974
30.5558395,-98.4021378
30.5572208,-91.1386621
30.5585286,-83.8013506
30.5588555,-97.8004501
30.5588612,-87.326417
30.560528,-96.249654
30.5648175,-97.6778358
30.5670602,-96.2122428
30.5720278,-96.3764064
30.574268,-96.305699
30.578276,-96.384262
30.5887872,-97.8900462
30.590714,-96.275331
30.5935554,-84.2443389
30.5941904,-87.9074547
30.5943389,-98.2560343
30.596876,-97.960844
30.598787,-97.8703192
30.598955,-81.553352
30.599133,-98.398109
30.5991714,-84.2410304
30.6020332,-87.9110098
30.6034553,-84.2449665
30.6041559,-88.2222801
30.605278,-87.0968781
30.6084186,-97.0315548
30.610189,-87.909638
30.6172136,-98.109498
30.619558,-98.366502
30.6204391,-84.2281677
30.6225605,-96.383255
30.6255691,-81.4680309
30.6274205,-88.1774166
30.6296291,-96.3085632
30.6332133,-96.3481611
30.6345703,-96.4088924
30.635,-97.9590599
30.6355095,-96.253746
30.6359596,-87.3356094
30.6397629,-96.3807714
30.64409,-88.2229
30.6498664,-84.3847649
30.6512862,-96.3254004
30.6563726,-98.2964265
30.6568156,-89.4134331
30.659221,-98.485022
30.6630421,-96.3456421
30.665248,-97.704835
30.665967,-98.446699
30.6681762,-88.1145841
30.6704087,-87.0967198
30.670656,-85.571145
30.67621,-97.922997
30.6766428,-97.6448911
30.6804057,-88.1195623
30.6832685,-88.2210327
30.6850763,-97.6957884
30.6870863,-87.070758
30.6880398,-86.1423416
30.6901462,-98.0831051
30.6974765,-97.7161362
30.6978893,-84.3620758
30.7002806,-88.1288432
30.7005339,-84.8425865
30.7019676,-97.713391
30.7028267,-97.7344072
30.7028959,-95.0861858
30.706683,-97.843212
30.7070516,-97.7292158
30.7109231,-97.7165396
30.71424,-96.221847
30.7159865,-97.7043767
30.718462,-95.55655
30.7196021,-98.4334417
30.7239244,-97.759092
30.7240829,-97.7488246
30.727993,-95.557971
30.7288514,-95.1021194
30.7336083,-97.734435
30.7342302,-97.6971927
30.740785,-95.207808
