Snow Depth,Species,Bird Count
15.001,rinphe1,1
15.001,robgro,16
15.001,rocpig1,34809
15.001,rocpta1,1
15.001,rolhaw,48
15.001,rosfin,16523
15.001,rthhum,6
15.001,ruckin,314
15.001,rucspa,1
15.001,rudduc,10
15.001,rufgro,4443
15.001,rufhum,27
15.001,rusbla,707
15.001,rusbun,2
15.001,rxyfli,11
15.001,sancra,70
15.001,savspa,27
15.001,saypho,14
15.001,scaqua,14
15.001,scrjay,31
15.001,sheowl,3
15.001,shshaw,2224
15.001,shtgro,1107
15.001,slcjun,2898
15.001,snobun,16132
15.001,snogoo,5
15.001,snoowl1,8
15.001,sonspa,13659
15.001,sparro1,150
15.001,spotow,3341
15.001,sprgro,21
15.001,stejay,14111
15.001,swahaw,2
15.001,swaspa,14
15.001,thrush1,2
15.001,towsol,271
15.001,towwar,33
15.001,treswa,9
15.001,truswa,112
15.001,tuftit,38951
15.001,tunswa,7
15.001,turvul,165
15.001,varthr,3182
15.001,verdin,2
15.001,vesspa,3
15.001,virrai,1
15.001,wesblu,197
15.001,wesgul,1
15.001,wesjay,73
15.001,wesmea,48
15.001,wesowl1,3
15.001,westan,1
15.001,whbnut,66656
15.001,whcspa,5309
15.001,whhwoo,169
15.001,whtspa,31423
15.001,whwcro,905
15.001,whwdov,626
15.001,whwjun,23
15.001,wilpta,148
15.001,wilsap,2
15.001,wilsni1,18
15.001,wiltur,42317
15.001,winwre,2
15.001,winwre3,37
15.001,wooduc,130
15.001,wooscj2,2378
15.001,woothr,12
15.001,wren1,1
15.001,wrthaw1,10
15.001,x00004,82
15.001,x00195,2
15.001,x00623,1
15.001,x00754,1
15.001,y00033,2488
15.001,y00226,14
15.001,y00227,10
15.001,y00322,11
15.001,y00337,1
15.001,y00338,14
15.001,y00471,198
15.001,y00475,80
15.001,y00600,9
15.001,y00620,33
15.001,yebcha,1
15.001,yebmag,2
15.001,yebsap,559
15.001,yehbla,20
15.001,yelwar,4
15.001,yerwar,545
15.001,yesfli,50
15.001,yetwar,2
NA,abetow,657
NA,accipi,121
NA,acowoo,1676
NA,afcdov1,4
NA,allhum,1523
NA,altori,6
NA,ambduc,134
NA,amecoo,50
NA,amecro,42272
NA,amegfi,255308
NA,amekes,306
NA,amekes1,8
NA,amepip,31
NA,amered,75
NA,amerob,67065
NA,amerob3,2
NA,amewig,47
NA,amewoo,10
NA,amhgul1,167
NA,amtspa,12562
NA,amwpel,1
NA,anhing,39
NA,annhum,19901
NA,archil1,3
NA,astfly,8
NA,audori,18
NA,audwar,134
NA,babwar,1
NA,baleag,330
NA,balori,2307
NA,barswa,103
NA,batpig1,4606
NA,bawwar,145
NA,bbwduc,13372
NA,bcnher,2
NA,bcrfin,54
NA,bcxtit1,7
NA,belkin1,186
NA,belvir,4
NA,benthr,8
NA,bewwre,4078
NA,bkbmag1,3261
NA,bkbwoo,1
NA,bkcchi,92827
NA,bkchum,1050
NA,bkcspa,8
NA,bkhgro,235
NA,bkhpar,230
NA,bknsti,24
NA,bkpwar,3
NA,bkrfin,7
NA,bktgna,6
NA,bktspa,348
NA,bkvori,4
NA,blackb,1000042
NA,blctit4,2814
NA,blkmer1,6
NA,blkpho,889
NA,blkvul,1056
NA,blugrb1,65
NA,blugrs,1
NA,blujay,104698
NA,blumoc,3
NA,bnhcow,41492
NA,bnhnut,4200
NA,bohwax,4947
NA,borchi2,479
NA,botgra,2599
NA,brambl,11
NA,brbhum,214
NA,brdowl,244
NA,brebla,4438
NA,brespa,54
NA,britit,32
NA,brncre,2215
NA,brnowl,10
NA,brnpel,2
NA,brnthr,4522
NA,brocow,5
NA,broman1,81
NA,brthum,43
NA,brwhaw,15
NA,brwhaw1,1
NA,btbwar,14
NA,btnwar,7
NA,btywar,12
NA,bubhum,37
NA,bucpar,56
NA,buffle,50
NA,buggna,593
NA,buggna1,3
NA,buhvir,44
NA,bulori,63
NA,bushti,30362
NA,buwtea,121
NA,cacwre,498
NA,calgul,23
NA,calhum,5
NA,calqua,14467
NA,calthr,213
NA,caltow,5001
NA,camwar,1
NA,cangoo,5435
NA,cangoo1,12
NA,cangoo4,3
NA,cantow,564
NA,canwre,74
NA,carchi,41762
NA,carwre,32326
NA,casfin,1633
NA,caskin,108
NA,casvir,2
NA,categr,117
NA,cedwax,40233
NA,chbchi,16190
NA,chemun,7
NA,chispa,58209
NA,chiswi,5
NA,chukar,14
NA,chwwid,24
NA,clanut,148
NA,clcrob,11
NA,clcspa,12
NA,cliswa,12
NA,cogdov,1832
NA,comgal1,65
NA,comgol,145
NA,comgra,85790
NA,comloo,10
NA,commer,181
NA,commyn,10
NA,comnig,1
NA,compoo,1
NA,comrav,2399
NA,comred,15266
NA,comyel,120
NA,coohaw,4334
NA,coshum,507
NA,coukin,13
NA,cowscj1,8138
NA,crecar1,25
NA,crithr,57
NA,crow,3
NA,cubthr,763
NA,daejun,289316
NA,daejun1,4
NA,dickci,6
NA,doccor,264
NA,domgoo1,9
NA,dowwoo,70498
NA,easblu,24578
NA,easkin,14
NA,easmea,1031
NA,easowl1,202
NA,easpho,2756
NA,eastow,5921
NA,eastow1,4
NA,eawpew,2
NA,egygoo,123
NA,erthaw1,15
NA,eucdov,20359
NA,eurgre1,1
NA,eursta,122791
NA,eutspa,1264
NA,evegro,8439
NA,ferhaw,7
NA,fieldf,1
NA,fiespa,2624
NA,fiscro,1564
NA,flsjay,2
NA,flycat1,2
NA,forter,10
NA,foxsp2,23
NA,foxsp3,3
NA,foxspa,6494
NA,fuwduc,1
NA,gadwal,58
NA,gamqua,6797
NA,gbbgul,2
NA,gcrfin,727
NA,gilfli,105
NA,gilwoo,692
NA,gloibi,5392
NA,glwgul,64
NA,gnttow,73
NA,gnwtea,83
NA,gockin,623
NA,gocspa,18845
NA,gofwoo,696
NA,goldfi,43
NA,goleag,2
NA,graspa,2
NA,grbher,104
NA,grbher3,307
NA,grcfly,54
NA,greegr,240
NA,greegr2,22
NA,grekis,135
NA,greroa,243
NA,greyel,16
NA,grhowl,337
NA,grnher,5
NA,grnjay,209
NA,grnkin,1
NA,grnpar,310
NA,grsfly1,24
NA,grtgra,1643
NA,grwher,4
NA,grycat,1306
NA,gryhaw2,1
NA,gryjay,958
NA,grypar,223
NA,gryvir,1
NA,gycthr,1
NA,gyhjun,77
NA,haiwoo,21073
NA,harspa,1934
NA,hawk,13
NA,helgui,4
NA,heptan,14
NA,hergul,247
NA,herthr,1989
NA,herwar,1
NA,hoared,653
NA,hoomer,226
NA,hooori,322
NA,hoowar,1
NA,horlar,59
NA,houfin,225342
NA,houspa,255341
NA,houwre,662
NA,houwre1,16
NA,hrshaw,32
NA,hummin,31
NA,hutvir,57
NA,incdov,1807
NA,indbun,394
NA,ipsspa,1
NA,javspa,469
NA,juntit1,247
NA,killde,291
NA,labwoo,1040
NA,larbun,2
NA,larspa,540
NA,laugul,495
NA,lawgol,104
NA,lazbun,11
NA,leafly,4
NA,leagre,3
NA,leasan,11
NA,leater1,1
NA,lesgol,37584
NA,lessca,19
NA,lesyel,24
NA,lewwoo,31
NA,libher,113
NA,limpki,32
NA,linspa,600
NA,lobdow,182
NA,lobthr,23
NA,loeowl,1
NA,logshr,41
NA,louwat,5
NA,lucwar,7
NA,macwar,1
NA,magwar,1
NA,mallar2,723
NA,mallar3,5372
NA,mdxmal1,4
NA,merlin,94
NA,mexjay4,129
NA,mexwoo1,4
NA,mitpar,85
NA,monpar,617
NA,monpar1,127
NA,monqua,1
NA,motduc,3381
NA,moublu,100
NA,mouchi,2451
NA,moudov,245658
NA,mouqua,7
NA,musduc2,37
NA,musduc3,305
NA,mutswa,23
NA,myrwar,108
NA,naswar,52
NA,neocor,3
NA,nohowl,1
NA,nopowl,13
NA,norbob,299
NA,norcar,179550
NA,norcar1,7
NA,norcro,1548
NA,norfli,16253
NA,norgos,28
NA,norhar2,104
NA,normoc,13447
NA,norpar,169
NA,norsho,49
NA,norshr,2
NA,norshr4,55
NA,nswowl,8
NA,nutman,1962
NA,nutwoo,944
NA,oaktit,3072
NA,olispa,14
NA,orabis1,13
NA,orcori,15
NA,orcwar,1764
NA,orcwar1,2
NA,orejun,4673
NA,osprey,108
NA,osprey1,1
NA,ovenbi1,29
NA,pacwre1,130
NA,pagplo,10
NA,paibun,3536
NA,paired,1
NA,palwar,1662
NA,palwar3,6
NA,palwar4,4
NA,pasfly,6
NA,pecsan,11
NA,peflov,90
NA,perfal,14
NA,phaino,212
NA,pibgre,81
NA,pilwoo,4101
NA,pingro,4840
NA,pinjay,3855
NA,pinsis,54831
NA,pinwar,7190
NA,pisjun,171
NA,pitwhy,1
NA,placha,24
NA,prafal,6
NA,pramer1,1
NA,prawar,139
NA,prowar,11
NA,purfin,22814
NA,purmar,860
NA,purmar1,2
NA,pygnut,1881
NA,pyrrhu,421
NA,rcgspa1,12
NA,rebjun1,28
NA,rebmer,19
NA,rebnut,15781
NA,rebsap,258
NA,rebwoo,39225
NA,reccar,38
NA,recpar,42
NA,recwoo,2
NA,redcro,545
NA,redhea,46
NA,redpol,15
NA,reevir1,5
NA,rehwoo,1072
NA,rempar,33
NA,rengre,1
NA,rensap,39
NA,resfli,226
NA,reshaw,1649
NA,reshaw2,7
NA,reshaw4,51
NA,reshaw5,68
NA,rethaw,1814
NA,revbul,2
NA,rewbla,115129
NA,rewbla1,29
NA,rewbul,2
NA,ribgul,641
NA,rinduc,262
NA,rinphe,605
NA,rinphe1,3
NA,robgro,191
NA,rocpig1,17345
NA,rocwre,18
NA,rolhaw,5
NA,rorpar,1
NA,rosfin,624
NA,rosspo1,42
NA,royter1,13
NA,rthhum,1784
NA,rubrob1,1
NA,ruckin,4303
NA,rucspa,203
NA,rucwar,10
NA,rudduc,88
NA,rufgro,299
NA,rufhum,1294
NA,rusbla,278
NA,ruwspa,19
NA,rxyfli,10
NA,sagspa,1
NA,sagthr,49
NA,sancra,1395
NA,sancra2,1
NA,sancra5,12
NA,santer1,1
NA,savspa,201
NA,savspa3,1
NA,saypho,179
NA,scaqua,402
NA,scatan,2
NA,scoori,12
NA,scrjay,44
NA,sctfly,7
NA,selasp,17
NA,semsan,17
NA,sheowl,2
NA,shicow,2
NA,shshaw,2062
NA,shtgro,34
NA,slcjun,1783
NA,snobun,346
NA,snoegr,146
NA,snogoo,524
NA,snoowl1,1
NA,sonspa,24809
NA,sora,5
NA,sparro1,71
NA,spbori,56
NA,spodov,171
NA,sposan,9
NA,spotow,14986
NA,spotow1,2
NA,spowre1,8
NA,stbori,12
NA,stejay,14069
NA,sumtan,115
NA,swahaw,4
NA,swaspa,163
NA,swathr,10
NA,swiwhe1,1
NA,swtkit,31
NA,tenwar,5
NA,towsol,230
NA,towwar,1221
NA,treswa,161
NA,tribla,27
NA,triher,24
NA,trokin,4
NA,truswa,11
NA,tuftit,74890
NA,tunswa,67
NA,turvul,1944
NA,turvul2,33
NA,varbun,9
NA,varthr,3814
NA,verdin,491
NA,verfly,27
NA,vesspa,72
NA,vichum,1
NA,vigswa,17
NA,virrai,2
NA,warble,5
NA,warvir,3
NA,warwhe1,4
NA,wesblu,2246
NA,wesgul,482
NA,wesjay,14
NA,weskin,12
NA,wesmea,53
NA,wesowl1,29
NA,westan,26
NA,whbnut,47859
NA,whcsee,2
NA,whcspa,39816
NA,whehum,3
NA,whepar2,18
NA,whevir,92
NA,whfibi,21
NA,whhwoo,44
NA,whiibi,2061
NA,whip-p1,2
NA,whrsha,1
NA,whtdov,31
NA,whtkit,3
NA,whtrob1,4
NA,whtspa,74752
NA,whwcro,94
NA,whwdov,36250
NA,whwjun,2
NA,wilpta,3
NA,wilsap,8
NA,wilsni1,5
NA,wiltur,17710
NA,winwre,12
NA,winwre3,122
NA,wlswar,19
NA,woewar1,3
NA,wooduc,1324
NA,wooscj2,2789
NA,woosto,180
NA,woothr,25
NA,wrenti,159
NA,wrthaw1,15
NA,wurher,1
NA,x00004,28
NA,x00051,16
NA,x00195,27
NA,x00423,9
NA,y00001,48
NA,y00033,12138
NA,y00226,57
NA,y00322,3
NA,y00323,1
NA,y00327,55
NA,y00334,6
NA,y00338,28
NA,y00471,8
NA,y00475,168
NA,y00478,1
NA,y00488,4
NA,y00598,1
NA,y00619,3
NA,y00620,3
NA,ycnher,6
NA,yebcha,8
NA,yebfly,1
NA,yebmag,198
NA,yebsap,2513
NA,yecpar,23
NA,yehbla,29
NA,yehpar,3
NA,yelwar,79
NA,yerwar,15742
NA,yerwar3,1
NA,yesfli,90
NA,yetvir,3
NA,yetwar,408
NA,zebdov,675
